Conversation_ID,Transcript,Summary;Identificador;Tech;Sales
"295caa1b-0f6d-4897-82da-5a6e427062f7-e99aad1e-4a6a-4069-b78a-ba7af0714cb3.transcript.json,""internal: your call is important to us. please hold and the next available operator will be with you shortly. Your call is next in line and will be answered by the first available team member. The estimated wait time to speak to a team member is thirty seconds.";1;;
internal: Hello corporate support. How may I help you?;;;
external: Yeah, how you going, it's Jonathan here, mm.;;;
internal: Yeah.;;;
internal: Yeah, Jonathan.;;;
external: Yeah, I'm having trouble logging into my account, obviously the, somethings changed with the website.;;;
internal: Yeah.;;;
internal: Uh.;;;
external: I can no longer log in.;;;
internal: Okay, Can you give me the number and I will check the your connection and is it a specific website website?;;;
external: The, it website, I can't get my invoice.;;;
internal: Okay, can I pin it?;;;
external: No, I can access it. I can get access to it everything, I just can't log in.;;;
internal: Uh, huh.;;;
internal: Yeah.;;;
external: So I go to my exit and I try and log in. it tells me, I'm a business customer. so I go to the business exit all and then it tells me the details aren't recognized.;;;
internal: Of course.;;;
internal: Ok, so give me the number I.;;;
external: Right.;;;
external: The, what, sorry, the E X E X E R number?;;;
internal: Yeah.;;;
internal: Yeah.;;;
external: It's one nine seven six nine.;;;
internal: One nine seven six nine, okay. Give me a second.;;;
internal: It's unit seven one, oh, four Ch Street code, okay.;;;
external: That's correct.;;;
internal: Give me a second. I am checking on this.;;;
external: No worries.;;;
external: As I said I've never had any trouble any other month. it's just the websites changed.;;;
internal: Okay.;;;
external: Obviously, you guys have updated your website.;;;
internal: New tickets.;;;
external: Is the website, I'm logging into just the, my dot business dot tel dot com dot u.;;;
internal: Okay, give me.;;;
internal: Only for this O.;;;
internal: Other are other other websites are okay, but only for this website.;;;
external: What's that?;;;
external: No, no, there is no issue websites. There is no issue with websites at all. I've got websites are fine. I can't log into my account.;;;
internal: The issue of.;;;
internal: Okay, thank.;;;
external: It tells me that we can't find a user matching those details when I try and log in.;;;
internal: Okay, okay, okay. I think it'll be some maintenance or something on the website or server. so give me a second. I will check with my network team.;;;
external: There's nothing wrong with the website.;;;
internal: Yeah, it's about your details, no.;;;
external: Yeah, alright.;;;
internal: Okay, then. could you please send us an email with the, with your issue then we can continue email.;;;
external: Oh really.;;;
external: I've never had any trouble any other month. you guys have obviously changed something.;;;
internal: Of course of course, uh.;;;
external: Yeah, I want to send an email. I'm trying to do my credit card. I need to get it done now not later.;;;
internal: Okay.;;;
external: Is there someone I can talk to?;;;
external: If I'm sending an email. I'm sending it to my account manager not to support.;;;
internal: Yeah, no, no, no, you, you can send us an email email. it's corporate support at ethical dot com dot A U.;;;
external: To combine.;;;
external: Don't worry about it. I'll, I'll ring our account manager and they can deal with it.;;;
internal: Uh, uh, okay so, uh.;;;
external: If you can't help me.;;;
internal: Yeah, okay. give me a second then, uh, I will get this an update to you within five or ten minutes, is it, ok?;;;
external: Yeah, that would be great.;;;
internal: Yeah, okay, I'll call back to you. can I call on this number? oh, two four two three zero eight zero four nine.;;;
external: Yea, that is fine.;;;
internal: Okay, I'll call back, you sure.;;;
"external: Alright, thank you."",""Customer intent: The customer is calling for assistance with logging into their account and accessing their invoice.";;;
;;;
Agent actions: The agent asks for the customer's account number and tries to troubleshoot the issue. They also suggest sending an email to corporate support for further assistance.;;;
;;;
"Customer sentiment: The customer is frustrated with the website changes and the inability to log in. They express their dissatisfaction with the situation and mention the urgency of their need to access their invoice.""";;;
"a2b27285-a5b1-42ee-8204-442bba33c151-07dd4854-7281-49b3-9bd8-167518a06f71.transcript.json,""external: I.";1;;
internal: Your call is important to us. please hold and the next available operator will be with you shortly. Your call is next in line and will be answered by the.;;;
internal: Good morning, ex Retentions. This is Angela. How may I assist you?;;;
external: Hi there. Mm. my name is Steve Lean. I've just gotten I've. my mother has passed away about two weeks ago. I've been in discussion with it about closing down here account but we're still waiting on the death certificate, ah, in the meantime. I've just gotten a text message from it because I was my mother's contact to say that.;;;
internal: Uh.;;;
internal: Uh.;;;
external: The, mm, because her account is frozen, her bank account is frozen that El.;;;
external: Uh, wants to know why they going to charge a ten dollar.;;;
external: Um, fee because the payment was declined by the bank.;;;
internal: Um.;;;
external: So is there any way of just pausing the account prior to me getting the death certificate to cancel it?;;;
internal: Uh, unfortunately, no because, uh, the account owner has to speak to us in order to place a cancellation now. If the account owner has passed away, we need to get certificate in order to place a cancellation.;;;
external: So I've still got to just simply wait so alright, Mm, I don't know what because.;;;
external: Because the bank account is frozen, um.;;;
internal: Uh, huh.;;;
external: I, I don't know how to organize cause El are asking for payment and they're gonna pay, They're gonna find us ten dollars every time it gets declined.;;;
external: So I don't know what to do about that.;;;
external: Can I organise with you to pay it out of my account?;;;
internal: Um.;;;
internal: Uh, you will have to speak to the payments department. I'll transfer your call to the payments team and they will be able to assist you on that, yeah.;;;
external: Sure, thank you very much.;;;
internal: Yeah, bear with me.;;;
external: mm.;;;
internal: You cancelling the account. Could you please verify your name and date of birth?;;;
external: Uh, it's not going to be relevant. cause it's to do with my mother's has passed away to her account. So I'll tell you her name Gladys birth. hang, ah, ninth of the twelfth nineteen thirty one.;;;
internal: Thank you for verification. I sent a code to mobile number. Could you please check the code?;;;
external: You're sending me a text message, are you?;;;
external: Okay.;;;
external: That number is nine four three four five.;;;
external: Hello.;;;
internal: Has been verified. How can I help you?;;;
external: Okay, so my mother has passed away. I was the contact for her account. um, what I need to do in order to avoid getting, mm.;;;
external: Penalty charges by it. I need to transfer the payment of the account from my account from her account to my account so.;;;
external: Her account is now her bank account is now frozen by the bank because she's passed away.;;;
internal: Mhm.;;;
external: So if you could, if I give you, my bank details, could you charge any ongoing?;;;
external: Service fees to my account until we can get a death certificate and cancel her account.;;;
internal: Eh, yeah, sure.;;;
internal: I can see that currently there is an outstanding of fifty three dollars and ninety nine cents.;;;
external: What was that, sorry my apologies.;;;
internal: There is an outstanding of fifty three dollars and ninety nine cents cents of now.;;;
external: Okay, I'll just give you my account details.;;;
external: I will put you on the speaker.;;;
"internal: Mhm."",""Customer Intent: The customer, Steve Lean, wants to avoid penalty charges on his mother's account. He wants to transfer the payment of the account from her account to his account until they can get a death certificate and cancel her account.";;;
;;;
Agent Actions: The agent, Angela, listens to the customer's situation and informs him that they can't cancel the account without a death certificate. She transfers the call to the payments department to assist the customer with paying the fees. She verifies the customer's identity and sends a verification code. She helps the customer by providing the outstanding balance and obtaining the customer's bank details to charge the ongoing service fees to his account.;;;
;;;
"Customer Sentiment: The customer seems frustrated by the frozen bank account and the potential penalty charges. He appreciates the agent's assistance and is willing to provide his bank details to resolve the issue.""";;;
"19d22cce-1815-4b23-9bfe-d8435e643414-904a9326-02d2-4bf9-8d08-b068baf99e50.transcript.json,""internal: your call is important to us. please hold and the next available operator will be with you shortly. Your call is next in line and will be answered by the first available team member. The estimated wait time to speak to a team member, is thirty.";1;;
external: On.;;;
external: No.;;;
internal: Hello, good morning. I'm from ex web support. How can I help you?;;;
internal: Hello.;;;
external: Hello.;;;
internal: Yep, good morning I support.;;;
external: Yes.;;;
external: Hi, the line is actually cutting off. I'm calling from Ara here. Medical Center. Can I give you a reference number?;;;
internal: Yea sure.;;;
external: Six seven two seven eight two, but it's, let me tell you, it's a bad line but I'm using my mobile to call you.;;;
internal: Okay, Can you give me the reference number again? six seven two.;;;
external: Six seven two seven eight two.;;;
internal: Let me check.;;;
internal: Okay, this doctor Sam health.;;;
external: Yes.;;;
internal: Okay, Thank you. Let me just.;;;
external: This is Nia, the pre manager. I am authorized to speak on behalf of this company.;;;
internal: Okay.;;;
external: I.;;;
internal: Okay, actually what is the case, all phones are not working?;;;
external: Sorry.;;;
internal: Eh, what is the issue with your phones are not working?;;;
external: Hmm, the, the patient can't hear us and we can't hear them and then it cuts off, hmm. our remote staff who's actually answering our phones, can't access.;;;
internal: Okay, let me check.;;;
internal: Is it happening for every extension?;;;
external: Say that again.;;;
internal: Is it happening for every extension?;;;
external: Even when I'm talking to you and I'm using my mobile because the line, my hour line into the office are bad. It's really bad and you're cutting off from times and you crackling.;;;
internal: Ok, ok. Can you just hold for a while I check can get back to you.;;;
external: Alright.;;;
internal: Ok, thank you.;;;
internal: Uh.;;;
internal: Bye.;;;
internal: Uh.;;;
external: Today.;;;
external: Okay.;;;
internal: Uh.;;;
external: I think it's the Internet.;;;
external: Because I think it's Internet because my email not.;;;
external: I have.;;;
internal: Uh.;;;
external: And.;;;
internal: Uh.;;;
external: Thank you.;;;
external: Yeah, okay, I'm as to ask the.;;;
internal: No.;;;
internal: No, no.;;;
internal: Oh.;;;
internal: Oh.;;;
internal: Oh.;;;
internal: No.;;;
external: To.;;;
external: Please check the number on Friday.;;;
external: You.;;;
internal: Okay.;;;
internal: Hello, thanks for the.;;;
internal: Hello.;;;
external: Yes, I'm here.;;;
internal: Yep as a basic as a basic troubleshooting, Can you reboot the devices and check it?;;;
external: Yeah.;;;
external: Sorry.;;;
internal: As a basic troubleshooting, can you just reboot the devices and check the issue again?;;;
external: It is really bad line. I can, you're cutting off every word after one word.;;;
internal: Yeah, I'm asking you to reboot the device and check it again.;;;
internal: Hello.;;;
external: Yes, hello.;;;
internal: Yeah, can you re the device and check it again?;;;
external: Do you want me to reboot?;;;
internal: Yep, I reboot handset device.;;;
external: How.;;;
internal: Yeah, just unplugged it from the cable and after a few seconds, you can plug it again.;;;
external: In the server.;;;
internal: Uh, no, you can plug it from the back of the cable and just plug it again.;;;
external: Okay, just bear with me.;;;
internal: Okay, I am waiting on the line.;;;
external: Bye.;;;
external: Okay, um.;;;
external: You want me to which wire which cable I don't understand where I'm gonna have to reboot it.;;;
internal: Okay, what is the extension number please?;;;
internal: Hello.;;;
external: I, I can barely hear you.;;;
internal: Yeah, can you hear me now?;;;
external: I can't hear anything that you're saying. you'll, I can hear a voice but I don't hear any words that you're saying.;;;
internal: Okay, okay. Can you hear me now?;;;
external: No, it's not, it's not clear.;;;
external: I can hear a.;;;
external: Basically what you're saying.;;;
internal: Okay.;;;
internal: Okay, can you reboot the device please?;;;
external: Down.;;;
external: Are you on your phone? Can you call Peter?;;;
external: And, um.;;;
external: Moment it was quite.;;;
internal: Hello.;;;
external: I'm doing.;;;
external: He.;;;
external: Yeah, I.;;;
external: And the P.;;;
internal: Hello, can you hear me?;;;
external: I can hear you but I can barely make up what you're saying.;;;
internal: Okay, okay. I check it from my end and get you back.;;;
external: So hmm, you're kinda little bit I can hear you a little bit more from here.;;;
internal: Ok, I will check.;;;
external: Just bear with me, hang on, you want me to re, just bear with me.;;;
internal: I.;;;
external: Either.;;;
external: Well, I can hear you clearly been a person that I'm trying to figure he is asking me to reboot something from the server.;;;
external: Do you know where that what that is?;;;
external: By that.;;;
external: Was that, that's what I don't understand.;;;
external: Okay, I, I, I don't know where I did get from here. I can I can.;;;
external: Right, I can tell you but I that what I say.;;;
external: That's even my mobile is so I thought maybe you can try to help me out from here. okay. It is it, the phone, my email's not working. I think it's Internet. my email's not working. It's not working now.;;;
external: You had got the, there was a tech yesterday for.;;1;
external: Connection, okay. so it looks like the Internet software to get the moment.;;;
external: Uh.;;;
external: Are you there?;;;
"internal: Yeah, I am there."",""Customer Intent: The customer is calling because they are experiencing issues with their phone system. They want to report the problem and get help in resolving it.";;;
;;;
Agent Actions: The agent answers the call and asks for a reference number. They confirm the reference number and ask for more information about the issue. The agent then checks the system and asks if the problem is happening with every extension. They suggest rebooting the devices as a basic troubleshooting step. The agent struggles to communicate due to a bad line but continues to assist the customer. They ask for the extension number and try to resolve the issue remotely.;;;
;;;
Customer Sentiment: The customer expresses frustration with the bad line and difficulty in hearing the agent. They appreciate the agent's help but struggle to understand and follow the instructions due to the poor connection. They mention that their email is also not working and suspect it may be an issue with the internet.;;;
;;;
"Overall, the customer is frustrated with the phone and internet issues but appreciates the agent's attempts to help. The sentiment is slightly negative due to the technical difficulties.""";;1;
"768b5f74-5afd-4fbb-b66d-01cbbf5784ae-b5828a4c-9124-449f-9d7b-d3aa4150246f.transcript.json,""internal: good morning. This is Joanne speaking. How may I help you today?";1;;
external: Hi Glen, good morning. My name is. how are you today?;;;
internal: I'm doing well, thanks for asking how's your day.;;;
external: Good. Thank you, hmm, wanting to sign up.;;;
internal: Z.;;;
internal: Uh, okay.;;;
internal: Can you tell me what your address is?;;;
external: Uh, the new place is unit D for delta two zero three.;;;
internal: Mhm.;;;
external: Number one I onest have.;;;
internal: Can you spell it for me the address?;;;
external: A D D for Delta, O for Oscar, N for Nancy, I for India, S for sugar.;;;
external: I on this.;;;
external: Avenue.;;;
internal: Avenue, okay.;;;
internal: Rose.;;;
external: That's right.;;;
internal: A bit of time.;;;
external: Thank.;;;
internal: I am doing a qualification on your address, Give me a bit of time, ok.;;;
external: Mhm.;;;
internal: Alright, we can provide you the service, not a problem okay, but this is the first time that you're connecting onto the network from M B N to that property. so there is a three hundred dollar charge from.;;;
external: Uh.;;;
external: Do you need that charge now or can that be billed across to me?;;;
internal: So basically once the application is created that charge will be deducted.;;;
internal: From M B S.;;;
external: So what, what I'm asking is, Would you need that charge today when I sign up or would that be the first invoice?;;;
internal: Eh, basically after you sign up that, that charge will be deducted sir.;;;
internal: Once the application is created.;;;
external: So you mean basically it will happen today itself.;;;
internal: Yes, most likely by today or tomorrow.;;;
external: Okay and how long does it take for the M B N to activate because I'm actually moving in next Saturday.;;;
internal: I see in that case sir. It gets activated in about twenty four to forty eight hours, uh, we can put in a date for the activation to happen, uh, on an expected date next week of yours, uh, so once the service is active only, the plan change will be deducted the invoice.;;;
external: Uh.;;;
external: Uh.;;;
internal: But beforehand these three hundred dollars will be deducted from the account sir when created.;;;
external: And how soon can I get the because I don't have anything, I don't have a modem or anything like that.;;;
internal: Right. so basically if you do order a modem from us, we can dispatch it to you and get it delivered in about one to two days in about two days time.;;;
internal: Two business days.;;;
external: Two days time, okay and because I'm still staying at an old address, Can that modem be delivered to my old address, my current address?;;;
internal: Uh.;;;
internal: That can be done that can be done sir, yes.;;;
external: So basically on that day, I can just take the modem across and set it up.;;;
internal: Exactly, correct.;;;
external: Okay, alright, let's do it then.;;;
internal: No worry, okay. Would you tell me which what's the plan you want to go ahead with?;;;
external: Hmm, supervisor, two fifty two twenty five.;;;
internal: So the modem we can provide it to you free, ok. with a twenty dollar shipping charge under an eighteen month contract period for the modem. In case you cancel the service before eighteen months. What would happen is, you will be getting deducted eight dollars for the rest of the remaining months.;;;
external: Uh.;;;
external: Uh.;;;
external: Okay.;;;
external: Mhm.;;;
external: Eight dollars for the rest of the remaining months.;;;
internal: The rest of the remaining months correct.;;;
external: Eight dollars per month basically.;;;
internal: Exactly, yes, if you do cancel if you don't cancel, you don't get charged, ok.;;;
external: Okay.;;;
external: Okay.;;;
internal: Alright.;;;
internal: Do you want to bundle up any mobile services or home line numbers?;;;
external: No, thanks.;;;
internal: Can you tell me your first name as Sp for me please?;;;
external: My M A.;;;
internal: Mhm.;;;
external: M for mother, a for alpha, Y for Yankee, A for alpha, n for November, K for kilo.;;;
internal: Okay, last name.;;;
external: G for gold, O for Oscar, E for Echo, L for Lima.;;;
internal: And your email address?;;;
external: Ah, that's as in my last name.;;;
internal: Mhm.;;;
external: Dot my, my first name, M A Y A n k at live dot com.;;;
internal: And your contact number please, is it the one you are calling us from?;;;
external: That's right. Thank you.;;;
internal: Your date of birth please?;;;
external: Sixteenth November nineteen eighty one nine zero.;;;
internal: And your driving license number please?;;;
external: Mm, give me one second. please. twelve license number is two four.;;;
internal: Mhm.;;;
external: Triple nine.;;;
external: Zero four two.;;;
external: The two four triple nine zero four two.;;;
internal: Per.;;;
internal: When do you want this to be connected?;;;
external: On the ninth.;;;
external: Of September.;;;
internal: Can you tell me the current address to deliver the modem?;;;
external: Hmm, seven A, A for Alpha seven, A Mega Long Street, M for mother, E for echo, L, no, what was that M for mother, E for echo, G for Giga?;;;
internal: Mm.;;;
internal: Okay.;;;
internal: Mhm.;;;
external: A for Alpha Long Mega Long, M E G A L O N G Street.;;;
internal: Mhm.;;;
internal: The Susan.;;;
external: The forms.;;;
internal: Seven a right.;;;
external: Seven eight, yeah.;;;
internal: Okay, down to the payment details. You can go ahead with a credit card or a debit card or even your bank details, but bank details will take about four to five days to get approved. So it will cause a delay, uh, the credit card and debit card gets approved instantly.;;;
external: Ok, um.;;;
external: Give me one second please.;;;
internal: Sorry, I couldn't hear you.;;;
external: Give me, give me one second please.;;;
internal: Sure, sure.;;;
external: I'm just reconfirming what, what's the address or connection you've got.;;;
internal: The address of connection is unit D two zero three slash one ate Ross Hill, New South Wales two one double five.;;;
external: Thanks and then modem will be supplied to.;;;
internal: Seven a Mega Long Street, The Pos, New South Wales, two seven six nine.;;;
external: Right, em, so at the moment, I'm paying three hundred dollars for the new bill property.;;;
external: And.;;;
internal: And once the modem is dispatched, uh, only a twenty dollar shi be charge, okay.;;;
internal: Uh, and the plan pricing will be deducted once the service is act.;;;
external: Okay.;;;
internal: On that day.;;;
external: Eighty five dollars per month.;;;
internal: So that'll be yes.;;;
internal: Eighty five dollars, correct.;;;
external: Ok, so eighty five dollars per month for six months and then ninety nine dollars per month ongoing right.;;;
internal: Ten nine exactly correct, yes, that is correct.;;;
external: Ok and the Wifi.;;;
external: Is coming for free at the moment like twenty dollars obviously and that is good enough for the.;;;
internal: Yes.;;;
external: If I have to connect Alex to it, I can connect Alex to it as well.;;;
internal: For the.;;;
internal: Yes, you can, we can, it's a pretty good modem, yeah, it's a pretty good modem you can.;;;
external: Because it's an Amazon right.;;;
external: Okay, cool, Hmm, right. so what you need no credit card number?;;;
internal: Yes please.;;;
external: Right.;;;
internal: Oh.;;;
internal: Uh.;;;
internal: Bye.;;;
internal: Uh.;;;
internal: Uh.;;;
internal: Uh.;;;
internal: Uh.;;;
internal: No.;;;
internal: No, no.;;;
internal: Oh.;;;
internal: Oh.;;;
internal: Oh.;;;
internal: No.;;;
internal: Uh.;;;
internal: Uh.;;;
internal: Oh.;;;
internal: Okay.;;;
internal: Oh.;;;
internal: Oh.;;;
internal: Okay.;;;
internal: Yeah.;;;
internal: Okay.;;;
internal: Okay.;;;
internal: Uh.;;;
internal: Uh.;;;
internal: Oh.;;;
internal: Uh, uh.;;;
internal: Uh.;;;
internal: Uh, no.;;;
internal: Oh.;;;
internal: Uh, no, no.;;;
internal: Uh.;;;
internal: Uh.;;;
internal: Uh.;;;
internal: Uh.;;;
internal: Oh.;;;
internal: Oh.;;;
internal: Oh.;;;
internal: Em.;;;
internal: Okay.;;;
internal: Oh.;;;
internal: Oh.;;;
internal: Uh.;;;
internal: Uh.;;;
internal: Uh.;;;
internal: Uh.;;;
internal: Bye.;;;
internal: Uh.;;;
internal: Uh.;;;
internal: Uh.;;;
internal: Uh.;;;
internal: No.;;;
internal: No, no.;;;
internal: Oh.;;;
internal: Oh.;;;
internal: Oh.;;;
internal: No.;;;
internal: Thanks.;;;
internal: Holding on sir and listening to that.;;;
external: Here.;;;
internal: Okay, I have created the application, all good. Uh, I have also put the modem to be dispatched. So that you will receive it soon, okay.;;;
external: Mhm.;;;
external: Uh.;;;
internal: You'll get the tracking details once it's dispatched.;;;
internal: It should get dispatched by tomorrow.;;;
external: Okay.;;;
internal: Alright, uh, so basically I have put the activation date on to ninth of September as you requested you just have to go and connect the modem sir. Alright, uh, on the system, it shows me that the mbn device is already available at the property. Uh, just check if it's there, okay.;;;
internal: Should be there.;;;
external: Okay.;;;
internal: Have you already looked into the property? Have you gone inside?;;;
external: Yeah, we've gone inside but that was about ten days ago, so I can't remember.;;;
internal: Okay, I see, uh, are there any tenants living there previously, no right?;;;
external: No.;;;
internal: Ok, then that not should be a problem.;;;
internal: There should be a box there. I think it should be there, alright, just check on that as well.;;;
external: Okay.;;;
internal: So yeah, everything is good to go.;;;
external: Okay, brilliant.;;;
internal: Alright.;;;
internal: Alright then, uh, anything else I can help you out with?;;;
external: No, thank you. Thank you so much for your help.;;;
internal: You're welcome Sir. Take care of yourself then have a nice day.;;;
external: Okay.;;;
internal: Bye, bye.;;;
"external: Cheers. Thank you. you too. Bye, bye."",""Customer Intent:";;;
#NOMBRE?;;;
#NOMBRE?;;;
;;;
Agent Actions:;;;
- The agent asks for the customer's address and other necessary information.;;;
- The agent informs the customer about a $300 charge and explains that it will be deducted once the application is created.;1;;
- The agent explains the activation process and offers to dispatch a modem to the customer's address.;;;
- The agent confirms the customer's chosen plan and explains the contract terms.;;;
#NOMBRE?;;;
- The agent asks for the customer's personal details, including credit card information for payment.;;;
#NOMBRE?;;;
#NOMBRE?;;;
#NOMBRE?;;;
#NOMBRE?;;;
;;;
Customer Sentiment:;;;
- The customer's sentiment is generally positive and cooperative throughout the conversation.;;;
#NOMBRE?;;;
"- Overall, the customer is satisfied with the agent's assistance and thanks them for their help.""";;;
"fffd6649-81df-4e6c-919c-23c9c31309e5-e91196c6-6660-4c14-8981-363bdf1679c2.transcript.json,""external: Yeah.";1;;
internal: Hello, good morning speaking. How may I help you today?;;;
external: Hi, this is Mania good morning. I just got a message saying that my Super Lo service has been activated. H. I just wondering, is it activated the same port that was used by a broadband or a different port.;;;
internal: Good morning.;;;
internal: Sure, let me check on that first of all. Could you please give me your service number, the customer number please?;;;
external: Yeah, sure, just one second.;;;
external: The service number is zero three zero.;;;
external: One eight one.;;;
internal: Okay.;;;
external: O two seven five.;;;
internal: Perfect. Thank you for that.;;;
internal: Okay, in order for me to proceed further. I need to verify your details. So I need your full name, email, address, date of birth and the service address please?;;;
external: Uh.;;;
external: Sure, hmm, My full name is Nair email address is dot n at outlook dot com, uh, date of birth is nine nineteen eighty four. The service address is forty five thousand one three zero three zero.;;;
internal: Uh.;;;
internal: Perfect. Thank you for confirming those students.;;;
internal: Uh, could you please bear with me for a couple of minutes until I check the back end of the order. so I can give you the details that you are correct.;;;
external: Yeah.;;;
internal: Thank you so much.;;;
internal: Uh.;;;
external: It.;;;
internal: Bye.;;;
external: I.;;;
internal: Uh.;;;
external: Seventy two point seven.;;;
internal: Uh.;;;
external: I'm not excited about this.;;;
internal: Uh.;;;
external: Okay.;;;
internal: Uh.;;;
external: Customer.;;;
internal: No.;;;
external: Oh.;;;
external: Keep darling.;;;
external: Um.;;;
internal: No, no.;;;
external: The employee.;;;
internal: Oh, hello for waiting.;;;
external: No problem.;;;
internal: Uh, yes, just can confirm that you are connected port number one, you are connected to the same port.;;;
external: Uh, so the screen, the broadband.;;;
internal: Uh.;;;
internal: Uh, yes, it has already been taken, uh, the has been already transferred from broadband to Super. Your service has already been transferred and it is connected number one.;;;
external: Okay.;;;
external: Four number one, okay, hmm. so because when I do a speed test itself, shows me, hmm, Ay broadband. Do I need to call them and cancel the connection.;;;
internal: Yes.;;;
internal: Yes exactly and now your broadband records would be still active with broadband because we have already transferred the service but it, your records might be still active with them. So go ahead and please place a cancellation if you do not wish to go forward with them.;;;
external: Uh.;;;
external: Okay and, uh, do need to restart my pick up, uh, for to kick in or is it just automatically?;;;
internal: Uh, it usually automatically but if you if you would like to, you can go ahead and do a restart that would be really helpful as well.;;;
external: Mhm.;;;
external: Okay, cool, Awesome. Thank you.;;;
internal: You're welcome anything else other than that.;;;
external: You said the port one, right?;;;
internal: Yes, for trans sir.;;;
external: Okay, cool. awesome. uh, yeah, Thats fine. Thank you so much, appreciate it.;;;
internal: Anything else.;;;
internal: Ok, anything else other than this, you would like me.;;;
external: And probably last question, Hmm, is this support dynamic Ip or do I have to use Bp?;;;
internal: Yeah.;;;
internal: Uh, let me quickly check that for you. So I can look at these details. If not, shall I put you through to our technical team?;;1;
external: Uh, that's fine. Uh, I, I think I should be able to get that out myself, no problem. Thank you so much for your help.;;;
internal: Yeah, okay, sure that's one. You're welcome. That's one quick question survey at the end of this call. Just to rate my service. is it okay, if I put you through?;;;
external: Absolutely, absolutely looking forward it.;;;
internal: Thank you. Thank you very much. Have a lovely day to you. Bye, bye.;;;
"external: You too, you too."",""Customer intent: The customer is calling to inquire about the activation of their Super Lo service and whether it is activated on the same port as their broadband service.";;;
;;;
Agent actions: The agent asks for the customer's service number and verifies their details. The agent checks the back end of the order to confirm the details and informs the customer that their Super Lo service is connected to the same port as their broadband service. The agent also advises the customer to cancel their broadband connection if they don't wish to continue with it. The agent also confirms that a restart may be helpful for the service to kick in. The agent offers to transfer the customer to the technical team for further assistance regarding dynamic IP support.;;1;
;;;
"Customer sentiment: The customer expresses confusion and skepticism about the activation and requests clarification. Towards the end of the call, the customer expresses gratitude and appreciation for the agent's help.""";;;
"ff1bb70b-8c78-4828-89ae-00e5c5f3b5f1-9b5331b2-16a4-4ca5-bf6b-7feb3a7d9c4b.transcript.json,""external: Hello.";1;;
internal: Hello.;;;
external: Yeah, disconnected. thank you for calling.;;;
internal: Yeah, no worries, um.;;;
internal: I want to check this.;;;
external: Okay.;;;
external: Bye.;;;
external: Okay.;;;
internal: But, um.;;;
external: Okay.;;;
internal: I think, um.;;;
internal: We might have to raise this with Mbn because you are supposed to have four lights altogether.;;;
internal: On the M B N device, but you are only having two right now, yeah.;;;
external: Uh.;;;
external: Yeah.;;;
internal: So, uh, yea, just give me a few minutes. Let me put in a notes and get back to your.;;;
external: Okay.;;;
external: Bye.;;;
internal: So you are using the Z modem that was given to you.;;;
external: Yeah, yeah.;;;
internal: So this was the same same modem that you were using with your previous service.;;;
external: I, I was with it, all the time.;;;
internal: Yeah, yeah, so the same same modem that you are using previously right which was provided by us.;;;
external: Yes.;;;
external: Yeah.;;;
internal: Um.;;;
internal: And only the Internet light is read on the modem.;;;
external: Only the Internet right.;;;
internal: Is it an error that you have?;;;
external: Who is it sir?;;;
internal: Is it an a sport that you have?;;;
internal: I'm sorry, the Mbn device.;;;
external: And deliver the black one, I'm not sure what it say.;;;
internal: It should be an error, um.;;;
external: It's I, I order nn to El And then some people come from M B people so I don't know what.;;;
internal: Yeah, yeah.;;;
internal: Yeah, that's fine.;;;
external: Do all the four lights meant to be green in device?;;;
internal: M green.;;;
external: No, it's not like I am asking you.;;;
internal: Yeah, so yeah, it should be solid green lights, There should be four solid lights.;;;
external: Ok.;;;
internal: Mm, at the moment, you are not having that right so.;;;
external: Yeah.;;;
internal: So basically you are supposed to have four green lights and if the Internet light is red on the modem that means the configuration is not correct. If the, the solid lights are there on the mbn device, but in this case you do not have two lights which are required.;;;
external: Mhm.;;;
internal: So, uh, yeah, that's the case.;;;
internal: And eh.;;;
internal: For the information for Mbn, if in case technician is required, Are there any covid covid restrictions or anyone being on time?;;1;
external: Mhm.;;;
external: No, nothing there, but the problem is, uh, we are working. so it's a question, what time is gonna come?;;;
internal: Hmm, usually the time frames are between eight am and twelve p m and then from one Pm to five Pm.;;;
external: Yeah.;;;
internal: So, uh, we could, uh, check on that. I mean we will be notifying you of of the appointment. If it is confirmed, I mean if if a technician is coming out and if you are required to be at home. We'll be sending you a text message. So and if in case it's not a convenient time for you, you could get back to us and we could check for a rear.;;1;
external: Yeah.;;;
external: Okay.;;;
internal: Alright And the, the best contact number, is it the same number that you are calling me on or is it?;;;
external: So.;;;
external: Yeah, I am calling.;;;
internal: Alright. so, uh, just give me a few minutes. I'm still raising this to, uh, supplier.;;;
external: Mhm.;;;
internal: And once that's done basically, we will have to wait for an update from Mbn or whether it's something, they could fix it from there.;;;
external: Uh.;;;
internal: Or whether they need to send a technician or just give me a few minutes, alright.;;1;
external: Sure, so in case they are tech technicians, sending technicians. I'll be notified and then I can.;;1;
internal: Yes.;;;
external: Fixed appointment on the convenience.;;;
internal: Yes.;;;
internal: I'll just put a note here as well to check with you. if the appointment is ok. and the relevant agent was checking on the case, we will reach out to you.;;;
external: Sure, thank you.;;;
external: Okay.;;;
internal: Alright, um.;;;
internal: I'll give you a reference number, uh, the reference number for this case is.;;;
external: Okay.;;;
external: Let me write it down.;;;
external: Reference number.;;;
internal: Uh, yea, it is three five seven.;;;
external: Three five seven.;;;
internal: Yes, three five seven two eight nine three.;;;
